Gorod_PP_sokr;Город_ПП;ID;Год_Поступления;КодФакультета;Город_УЗ;Тип_УЗ;Пол;Основания;Изучаемый_Язык;Страна_ПП;Регион_ПП;Общежитие;Страна_Родители;Село;Иностранец;ЕГЭ;Общий балл;Тип паузы после УЗ;Месяц рождения;Наличие_Матери;Наличие_Отца;Статус;Код_группы;God_GR;Vozrast_to_VUS;Количество поступавших из города
Барнаул;Барнаул;65650;2014;34.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;78;поступил сразу;05;0;0.0;4;15374;1992;22.1666666666667;6861
Барнаул;Барнаул;49735;2013;25.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;64;поступил сразу;10;0;0.0;4;16857;1995;17.6666666666667;6861
Ребриха;Ребриха;85906;2018;41.0;Алтайский Край;средняя школа;Муж;СН;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;60.99;поступил сразу;09;1;1.0;3;21224;2000;17.8333333333333;35
Камень;Камень;58954;2012;24.0;иное;средняя школа;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;49;свыше 10 лет;10;1;1.0;4;16851;1982;29.75;181
Барнаул;Барнаул;72277;2015;26.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;91;поступил сразу;04;0;0.0;4;18324;1993;22.25;6861
Бийск;Бийск;77950;2016;26.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;47;два года;02;1;1.0;4;19561;1993;23.4166666666667;540
Барнаул;Барнаул;65361;2014;51.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;56;поступил сразу;11;0;0.0;3;14197;1996;17.6666666666667;6861
Барнаул;Барнаул;65204;2014;51.0;Барнаул;Колледж;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;48;поступил сразу;07;0;0.0;4;18196;1995;19;6861
малое поселение;Умирзак;72130;2015;24.0;Казахстан;средняя школа;Жен;ДН;Английский язык;Казахстан;Мангистауская обл;1;Казахстан;0.0;1.0;1;83;поступил сразу;05;0;0.0;4;19425;1998;17.1666666666667;1
Славгород;Славгород;63456;2013;25.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;поступил сразу;02;1;1.0;4;16852;1996;17.4166666666667;129
малое поселение;Братск;83979;2017;26.0;Бийск;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Иркутская область;0;Россия;0.0;0.0;1;71;один год;03;1;1.0;3;19162;1994;23.25;2
Бийск;Бийск;68856;2014;26.0;Бийск;ФГБОУ ВПО;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;85;нет данных об обучении до ВУЗа;04;0;0.0;4;17037;1983;31.25;540
Рубцовск;Рубцовск;80277;2013;49.0;не указано;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;0;Казахстан;0.0;1.0;1;70;поступил сразу;08;1;1.0;4;17952;1995;17.9166666666667;190
малое поселение;Чара;81416;2017;51.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Забайкальский край;1;Россия;0.0;0.0;1;66;поступил сразу;11;1;1.0;3;19920;1994;22.5833333333333;1
Рубцовск;Рубцовск;71173;2015;30.0;Алтайский Край;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;62;поступил сразу;05;0;0.0;4;19444;1997;18.1666666666667;190
Барнаул;Барнаул;49263;2013;27.0;иное;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;65;один год;04;0;0.0;4;16837;1994;19.1666666666667;6861
Барнаул;Барнаул;72711;2015;41.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;55.305;поступил сразу;04;0;0.0;3;17427;1999;16.25;6861
Глядень;Глядень;67872;2014;30.0;Алтайский Край;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;64;поступил сразу;06;0;0.0;3;19952;1997;17.0833333333333;6
неизвестно;неизвестно;45459;2012;25.0;не указано;не указано;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;66;нет данных об обучении до ВУЗа;06;1;1.0;4;14719;1994;18.0833333333333;490
Барнаул;Барнаул;75582;2016;30.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;86;поступил сразу;07;1;1.0;4;18659;1994;22;6861
Барнаул;Барнаул;78005;2016;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;поступил сразу;12;1;1.0;4;19624;1993;22.5833333333333;6861
Бийск;Бийск;50016;2013;34.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;42;поступил сразу;07;0;0.0;3;12013;1993;20;540
Бийск;Бийск;72655;2015;48.0;Бийск;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;60;поступил сразу;12;0;0.0;4;17450;1996;18.5833333333333;540
Барнаул;Барнаул;73683;2015;51.0;Барнаул;ФГБОУ ВО;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;0;75;один год;02;0;0.0;3;21068;1990;25.4166666666667;6861
Барнаул;Барнаул;81644;2017;35.0;Барнаул;ФГБОУ ВО;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;90;поступил сразу;10;1;1.0;4;19836;1995;21.75;6861
Барнаул;Барнаул;86563;2018;34.0;Барнаул;ФГБОУ ВПО;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;83;свыше 10 лет;02;1;1.0;4;21207;1982;36.4166666666667;6861
Барнаул;Барнаул;68518;2014;25.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;86;поступил сразу;05;0;0.0;4;18269;1995;19.1666666666667;6861
Барнаул;Барнаул;87014;2018;51.0;Барнаул;ФГБОУ ВО;Жен;БН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;90;поступил сразу;09;1;1.0;4;21056;1995;22.8333333333333;6861
Новоалтайск;Новоалтайск;84251;2017;26.0;Москва;ФГБОУ ВПО;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;42;два года;05;1;1.0;4;20889;1990;27.0833333333333;398
Барнаул;Барнаул;78609;2016;26.0;Барнаул;ФГБОУ ВО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;62;поступил сразу;06;1;1.0;3;17693;1994;22.0833333333333;6861
Барнаул;Барнаул;70361;2015;25.0;Барнаул;ФГБОУ ВО;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;94;от 5 до 10 лет;06;0;0.0;4;17286;1986;29.0833333333333;6861
Рубцовск;Рубцовск;76676;2016;34.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;0;69.225;поступил сразу;06;1;1.0;3;17670;1998;18.0833333333333;190
неизвестно;неизвестно;74807;2016;24.0;Таджикистан;средняя школа;Муж;БН;Английский язык;Таджикистан;Хатлонская обл;1;Таджикистан;0.0;1.0;1;60;поступил сразу;02;1;1.0;4;20658;1998;18.4166666666667;490
Барнаул;Барнаул;75032;2016;24.0;Барнаул;ФГБОУ ВО;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;98;поступил сразу;12;1;1.0;3;18503;1991;24.5833333333333;6861
неизвестно;неизвестно;48561;2012;24.0;не указано;не указано;Жен;ОО;нет данных;Россия;не указано;0;не указана;0.0;0.0;1;80;нет данных об обучении до ВУЗа;12;1;1.0;4;14664;1993;18.5;490
Барнаул;Барнаул;67221;2014;31.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;78;поступил сразу;07;0;0.0;4;18775;1996;18;6861
Залесово;Залесово;68548;2014;25.0;Барнаул;ФГБОУ ВПО;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;38;от 5 до 10 лет;05;0;0.0;4;17135;1985;29.1666666666667;29
Ключи;Ключи;66844;2014;26.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;51;поступил сразу;12;0;0.0;3;15469;1995;18.5833333333333;27
Горно;Горно;76124;2016;26.0;Горно-Алтайск;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;54;поступил сразу;12;1;1.0;3;17560;1998;17.5833333333333;113
Петропавловское;Петропавловское;56850;2013;26.0;Барнаул;ФГБОУ ВО;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;не указано;1;57;от 5 до 10 лет;05;0;0.0;4;14811;1981;32.1666666666667;13
Михайловское;Михайловское;75940;2016;25.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;0;61.14;поступил сразу;02;1;1.0;3;20806;1995;21.4166666666667;26
Заринск;Заринск;81710;2017;30.0;Заринск;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;71;поступил сразу;04;1;1.0;3;18956;1999;18.25;129
Барнаул;Барнаул;45378;2012;25.0;не указано;не указано;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;47;нет данных об обучении до ВУЗа;02;1;1.0;4;14717;1994;18.3333333333333;6861
Красногорское;Красногорское;70577;2015;36.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;82;поступил сразу;10;0;0.0;3;15898;1992;22.75;22
малое поселение;Устьянка;70919;2015;25.0;Алтайский Край;средняя школа;Жен;БН;Английский язык;Россия;Алтайский край;1;Россия;1.0;0.0;1;75;поступил сразу;08;0;0.0;4;19469;1997;17.9166666666667;5
